X1,id,species,date,total_mgdmper_ind_per_species_per_date,prey_taxon,X,loc,sample,method,length_mm,total,notes,number,prey_mg_dm,mg_diet_dm,mgdm01,date2,prey_mg_inverse
183,1011,bluegill,2017-06-23,20.851,chiro_p,11,above,gut+lavage,lavage,61,45,NA,1,0.85,0.85,0.86,2017-06-23,1.1764705882352942
184,1011,bluegill,2017-06-23,20.851,spider_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
185,1011,bluegill,2017-06-23,20.851,coleo_l,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
186,1011,bluegill,2017-06-23,20.851,unidentified_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
187,1011,bluegill,2017-06-23,20.851,zooplankton_unknown,11,above,gut+lavage,lavage,61,45,NA,1,0.001,0.001,0.011,2017-06-23,1000
188,1011,bluegill,2017-06-23,20.851,seed_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
189,1011,bluegill,2017-06-23,20.851,sciaridae_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
190,1011,bluegill,2017-06-23,20.851,ostracod_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.355,0,0.01,2017-06-23,2.8169014084507045
191,1011,bluegill,2017-06-23,20.851,hemiptera_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
192,1011,bluegill,2017-06-23,20.851,copepod_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
193,1011,bluegill,2017-06-23,20.851,fish_yoy,11,above,gut+lavage,lavage,61,45,NA,0,900,0,0.01,2017-06-23,0.0011111111111111111
194,1011,bluegill,2017-06-23,20.851,chiro_l,11,above,gut+lavage,lavage,61,45,NA,19,1.04,19.76,19.770000000000003,2017-06-23,0.9615384615384615
195,1011,bluegill,2017-06-23,20.851,collembola_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
196,1011,bluegill,2017-06-23,20.851,hymenoptera_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
197,1011,bluegill,2017-06-23,20.851,corixidae_unknown,11,above,gut+lavage,lavage,61,45,NA,24,0.01,0.24,0.25,2017-06-23,100
198,1011,bluegill,2017-06-23,20.851,ephemeroptera_unknown,11,above,gut+lavage,lavage,61,45,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
199,1012,bluegill,2017-06-23,3.251,sciaridae_unknown,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
200,1012,bluegill,2017-06-23,3.251,hymenoptera_unknown,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
201,1012,bluegill,2017-06-23,3.251,ostracod_unknown,12,below,lavage,lavage,53,9,NA,0,0.355,0,0.01,2017-06-23,2.8169014084507045
202,1012,bluegill,2017-06-23,3.251,hemiptera_unknown,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
203,1012,bluegill,2017-06-23,3.251,coleo_l,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
204,1012,bluegill,2017-06-23,3.251,chiro_l,12,below,lavage,lavage,53,9,NA,2,1.04,2.08,2.09,2017-06-23,0.9615384615384615
205,1012,bluegill,2017-06-23,3.251,copepod_unknown,12,below,lavage,lavage,53,9,NA,1,0.42,0.42,0.43,2017-06-23,2.380952380952381
206,1012,bluegill,2017-06-23,3.251,corixidae_unknown,12,below,lavage,lavage,53,9,NA,4,0.01,0.04,0.05,2017-06-23,100
207,1012,bluegill,2017-06-23,3.251,ephemeroptera_unknown,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
208,1012,bluegill,2017-06-23,3.251,chiro_p,12,below,lavage,lavage,53,9,NA,0,0.85,0,0.01,2017-06-23,1.1764705882352942
209,1012,bluegill,2017-06-23,3.251,collembola_unknown,12,below,lavage,lavage,53,9,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
210,1012,bluegill,2017-06-23,3.251,chiro_a,12,below,lavage,lavage,53,9,NA,0,0.99,0,0.01,2017-06-23,1.0101010101010102
211,1012,bluegill,2017-06-23,3.251,fish_yoy,12,below,lavage,lavage,53,9,NA,0,900,0,0.01,2017-06-23,0.0011111111111111111
212,1012,bluegill,2017-06-23,3.251,spider_unknown,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
213,1012,bluegill,2017-06-23,3.251,coleo_a,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
214,1012,bluegill,2017-06-23,3.251,seed_unknown,12,below,lavage,lavage,53,9,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
215,1012,bluegill,2017-06-23,3.251,unidentified_unknown,12,below,lavage,lavage,53,9,NA,1,0.71,0.71,0.72,2017-06-23,1.4084507042253522
216,1012,bluegill,2017-06-23,3.251,zooplankton_unknown,12,below,lavage,lavage,53,9,NA,1,0.001,0.001,0.011,2017-06-23,1000
217,1013,spotfin,2017-06-13,10.34,coleo_l,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
218,1013,spotfin,2017-06-13,10.34,hemiptera_unknown,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
219,1013,spotfin,2017-06-13,10.34,chiro_a,13,below,gut,dissection,57,43,NA,0,0.99,0,0.01,2017-06-13,1.0101010101010102
220,1013,spotfin,2017-06-13,10.34,ostracod_unknown,13,below,gut,dissection,57,43,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
221,1013,spotfin,2017-06-13,10.34,fish_yoy,13,below,gut,dissection,57,43,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
222,1013,spotfin,2017-06-13,10.34,chiro_l,13,below,gut,dissection,57,43,NA,5,1.04,5.2,5.21,2017-06-13,0.9615384615384615
223,1013,spotfin,2017-06-13,10.34,seed_unknown,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
224,1013,spotfin,2017-06-13,10.34,chiro_p,13,below,gut,dissection,57,43,NA,4,0.85,3.4,3.4099999999999997,2017-06-13,1.1764705882352942
225,1013,spotfin,2017-06-13,10.34,spider_unknown,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
226,1013,spotfin,2017-06-13,10.34,corixidae_unknown,13,below,gut,dissection,57,43,NA,32,0.01,0.32,0.33,2017-06-13,100
227,1013,spotfin,2017-06-13,10.34,ephemeroptera_unknown,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
228,1013,spotfin,2017-06-13,10.34,copepod_unknown,13,below,gut,dissection,57,43,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
229,1013,spotfin,2017-06-13,10.34,sciaridae_unknown,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
230,1013,spotfin,2017-06-13,10.34,collembola_unknown,13,below,gut,dissection,57,43,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
231,1013,spotfin,2017-06-13,10.34,zooplankton_unknown,13,below,gut,dissection,57,43,NA,0,0.001,0,0.01,2017-06-13,1000
232,1013,spotfin,2017-06-13,10.34,coleo_a,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
233,1013,spotfin,2017-06-13,10.34,hymenoptera_unknown,13,below,gut,dissection,57,43,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
234,1013,spotfin,2017-06-13,10.34,unidentified_unknown,13,below,gut,dissection,57,43,NA,2,0.71,1.42,1.43,2017-06-13,1.4084507042253522
235,1014,spotfin,2017-06-13,2,coleo_l,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
236,1014,spotfin,2017-06-13,2,chiro_a,14,below,gut,dissection,59,5,NA,2,0.99,1.98,1.99,2017-06-13,1.0101010101010102
237,1014,spotfin,2017-06-13,2,zooplankton_unknown,14,below,gut,dissection,59,5,NA,0,0.001,0,0.01,2017-06-13,1000
238,1014,spotfin,2017-06-13,2,hemiptera_unknown,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
239,1014,spotfin,2017-06-13,2,fish_yoy,14,below,gut,dissection,59,5,NA,0,900,0,0.01,2017-06-13,0.0011111111111111111
240,1014,spotfin,2017-06-13,2,ostracod_unknown,14,below,gut,dissection,59,5,NA,0,0.355,0,0.01,2017-06-13,2.8169014084507045
241,1014,spotfin,2017-06-13,2,unidentified_unknown,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
242,1014,spotfin,2017-06-13,2,coleo_a,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
243,1014,spotfin,2017-06-13,2,spider_unknown,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
244,1014,spotfin,2017-06-13,2,seed_unknown,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
245,1014,spotfin,2017-06-13,2,collembola_unknown,14,below,gut,dissection,59,5,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
246,1014,spotfin,2017-06-13,2,copepod_unknown,14,below,gut,dissection,59,5,NA,0,0.42,0,0.01,2017-06-13,2.380952380952381
247,1014,spotfin,2017-06-13,2,chiro_p,14,below,gut,dissection,59,5,NA,0,0.85,0,0.01,2017-06-13,1.1764705882352942
248,1014,spotfin,2017-06-13,2,chiro_l,14,below,gut,dissection,59,5,NA,0,1.04,0,0.01,2017-06-13,0.9615384615384615
249,1014,spotfin,2017-06-13,2,sciaridae_unknown,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
250,1014,spotfin,2017-06-13,2,hymenoptera_unknown,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
251,1014,spotfin,2017-06-13,2,corixidae_unknown,14,below,gut,dissection,59,5,NA,2,0.01,0.02,0.03,2017-06-13,100
252,1014,spotfin,2017-06-13,2,ephemeroptera_unknown,14,below,gut,dissection,59,5,NA,0,0.71,0,0.01,2017-06-13,1.4084507042253522
253,1015,bluegill,2017-06-28,3.14,hemiptera_unknown,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
254,1015,bluegill,2017-06-28,3.14,coleo_l,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
255,1015,bluegill,2017-06-28,3.14,coleo_a,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
256,1015,bluegill,2017-06-28,3.14,seed_unknown,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
257,1015,bluegill,2017-06-28,3.14,chiro_a,15,below,lavage,lavage,54,5,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
258,1015,bluegill,2017-06-28,3.14,ostracod_unknown,15,below,lavage,lavage,54,5,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
259,1015,bluegill,2017-06-28,3.14,chiro_l,15,below,lavage,lavage,54,5,NA,3,1.04,3.12,3.13,2017-06-28,0.9615384615384615
260,1015,bluegill,2017-06-28,3.14,chiro_p,15,below,lavage,lavage,54,5,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
261,1015,bluegill,2017-06-28,3.14,spider_unknown,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
262,1015,bluegill,2017-06-28,3.14,zooplankton_unknown,15,below,lavage,lavage,54,5,NA,0,0.001,0,0.01,2017-06-28,1000
263,1015,bluegill,2017-06-28,3.14,copepod_unknown,15,below,lavage,lavage,54,5,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
264,1015,bluegill,2017-06-28,3.14,fish_yoy,15,below,lavage,lavage,54,5,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
265,1015,bluegill,2017-06-28,3.14,corixidae_unknown,15,below,lavage,lavage,54,5,NA,2,0.01,0.02,0.03,2017-06-28,100
266,1015,bluegill,2017-06-28,3.14,ephemeroptera_unknown,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
267,1015,bluegill,2017-06-28,3.14,unidentified_unknown,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
268,1015,bluegill,2017-06-28,3.14,collembola_unknown,15,below,lavage,lavage,54,5,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
269,1015,bluegill,2017-06-28,3.14,sciaridae_unknown,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
270,1015,bluegill,2017-06-28,3.14,hymenoptera_unknown,15,below,lavage,lavage,54,5,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
271,1016,largemouth,2017-06-23,1.1,hemiptera_unknown,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
272,1016,largemouth,2017-06-23,1.1,copepod_unknown,16,below,lavage,lavage,51,7,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
273,1016,largemouth,2017-06-23,1.1,coleo_l,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
274,1016,largemouth,2017-06-23,1.1,chiro_a,16,below,lavage,lavage,51,7,NA,0,0.99,0,0.01,2017-06-23,1.0101010101010102
275,1016,largemouth,2017-06-23,1.1,ostracod_unknown,16,below,lavage,lavage,51,7,NA,0,0.355,0,0.01,2017-06-23,2.8169014084507045
276,1016,largemouth,2017-06-23,1.1,fish_yoy,16,below,lavage,lavage,51,7,NA,0,900,0,0.01,2017-06-23,0.0011111111111111111
277,1016,largemouth,2017-06-23,1.1,chiro_p,16,below,lavage,lavage,51,7,NA,0,0.85,0,0.01,2017-06-23,1.1764705882352942
278,1016,largemouth,2017-06-23,1.1,zooplankton_unknown,16,below,lavage,lavage,51,7,NA,0,0.001,0,0.01,2017-06-23,1000
279,1016,largemouth,2017-06-23,1.1,spider_unknown,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
280,1016,largemouth,2017-06-23,1.1,sciaridae_unknown,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
281,1016,largemouth,2017-06-23,1.1,unidentified_unknown,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
282,1016,largemouth,2017-06-23,1.1,seed_unknown,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
283,1016,largemouth,2017-06-23,1.1,coleo_a,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
284,1016,largemouth,2017-06-23,1.1,chiro_l,16,below,lavage,lavage,51,7,NA,1,1.04,1.04,1.05,2017-06-23,0.9615384615384615
285,1016,largemouth,2017-06-23,1.1,ephemeroptera_unknown,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
286,1016,largemouth,2017-06-23,1.1,collembola_unknown,16,below,lavage,lavage,51,7,NA,0,0.42,0,0.01,2017-06-23,2.380952380952381
287,1016,largemouth,2017-06-23,1.1,corixidae_unknown,16,below,lavage,lavage,51,7,NA,6,0.01,0.06,0.06999999999999999,2017-06-23,100
288,1016,largemouth,2017-06-23,1.1,hymenoptera_unknown,16,below,lavage,lavage,51,7,NA,0,0.71,0,0.01,2017-06-23,1.4084507042253522
289,1017,largemouth,2017-06-28,0.03,chiro_a,17,above,lavage,lavage,50,3,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
290,1017,largemouth,2017-06-28,0.03,copepod_unknown,17,above,lavage,lavage,50,3,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
291,1017,largemouth,2017-06-28,0.03,hemiptera_unknown,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
292,1017,largemouth,2017-06-28,0.03,chiro_p,17,above,lavage,lavage,50,3,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
293,1017,largemouth,2017-06-28,0.03,zooplankton_unknown,17,above,lavage,lavage,50,3,NA,0,0.001,0,0.01,2017-06-28,1000
294,1017,largemouth,2017-06-28,0.03,unidentified_unknown,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
295,1017,largemouth,2017-06-28,0.03,hymenoptera_unknown,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
296,1017,largemouth,2017-06-28,0.03,ostracod_unknown,17,above,lavage,lavage,50,3,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
297,1017,largemouth,2017-06-28,0.03,seed_unknown,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
298,1017,largemouth,2017-06-28,0.03,coleo_a,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
299,1017,largemouth,2017-06-28,0.03,coleo_l,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
300,1017,largemouth,2017-06-28,0.03,ephemeroptera_unknown,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
301,1017,largemouth,2017-06-28,0.03,fish_yoy,17,above,lavage,lavage,50,3,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
302,1017,largemouth,2017-06-28,0.03,sciaridae_unknown,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
303,1017,largemouth,2017-06-28,0.03,corixidae_unknown,17,above,lavage,lavage,50,3,NA,3,0.01,0.03,0.04,2017-06-28,100
304,1017,largemouth,2017-06-28,0.03,chiro_l,17,above,lavage,lavage,50,3,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
305,1017,largemouth,2017-06-28,0.03,spider_unknown,17,above,lavage,lavage,50,3,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
306,1017,largemouth,2017-06-28,0.03,collembola_unknown,17,above,lavage,lavage,50,3,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
307,1018,spotfin,2017-06-28,0,copepod_unknown,18,above,lavage,lavage,65,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
308,1018,spotfin,2017-06-28,0,coleo_l,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
309,1018,spotfin,2017-06-28,0,zooplankton_unknown,18,above,lavage,lavage,65,0,NA,0,0.001,0,0.01,2017-06-28,1000
310,1018,spotfin,2017-06-28,0,hemiptera_unknown,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
311,1018,spotfin,2017-06-28,0,sciaridae_unknown,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
312,1018,spotfin,2017-06-28,0,unidentified_unknown,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
313,1018,spotfin,2017-06-28,0,ostracod_unknown,18,above,lavage,lavage,65,0,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
314,1018,spotfin,2017-06-28,0,chiro_l,18,above,lavage,lavage,65,0,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
315,1018,spotfin,2017-06-28,0,chiro_a,18,above,lavage,lavage,65,0,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
316,1018,spotfin,2017-06-28,0,seed_unknown,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
317,1018,spotfin,2017-06-28,0,hymenoptera_unknown,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
318,1018,spotfin,2017-06-28,0,spider_unknown,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
319,1018,spotfin,2017-06-28,0,coleo_a,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
320,1018,spotfin,2017-06-28,0,collembola_unknown,18,above,lavage,lavage,65,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
321,1018,spotfin,2017-06-28,0,chiro_p,18,above,lavage,lavage,65,0,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
322,1018,spotfin,2017-06-28,0,ephemeroptera_unknown,18,above,lavage,lavage,65,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
323,1018,spotfin,2017-06-28,0,corixidae_unknown,18,above,lavage,lavage,65,0,NA,0,0.01,0,0.01,2017-06-28,100
324,1018,spotfin,2017-06-28,0,fish_yoy,18,above,lavage,lavage,65,0,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
325,1019,spotfin,2017-06-28,0,coleo_l,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
326,1019,spotfin,2017-06-28,0,copepod_unknown,19,above,lavage,lavage,52,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
327,1019,spotfin,2017-06-28,0,unidentified_unknown,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
328,1019,spotfin,2017-06-28,0,chiro_l,19,above,lavage,lavage,52,0,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
329,1019,spotfin,2017-06-28,0,chiro_a,19,above,lavage,lavage,52,0,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
330,1019,spotfin,2017-06-28,0,ostracod_unknown,19,above,lavage,lavage,52,0,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
331,1019,spotfin,2017-06-28,0,hemiptera_unknown,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
332,1019,spotfin,2017-06-28,0,chiro_p,19,above,lavage,lavage,52,0,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
333,1019,spotfin,2017-06-28,0,sciaridae_unknown,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
334,1019,spotfin,2017-06-28,0,hymenoptera_unknown,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
335,1019,spotfin,2017-06-28,0,corixidae_unknown,19,above,lavage,lavage,52,0,NA,0,0.01,0,0.01,2017-06-28,100
336,1019,spotfin,2017-06-28,0,coleo_a,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
337,1019,spotfin,2017-06-28,0,ephemeroptera_unknown,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
338,1019,spotfin,2017-06-28,0,fish_yoy,19,above,lavage,lavage,52,0,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
339,1019,spotfin,2017-06-28,0,zooplankton_unknown,19,above,lavage,lavage,52,0,NA,0,0.001,0,0.01,2017-06-28,1000
340,1019,spotfin,2017-06-28,0,spider_unknown,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
341,1019,spotfin,2017-06-28,0,seed_unknown,19,above,lavage,lavage,52,0,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
342,1019,spotfin,2017-06-28,0,collembola_unknown,19,above,lavage,lavage,52,0,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
343,1020,spotfin,2017-06-28,1.56,ostracod_unknown,20,above,lavage,lavage,69,2,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
344,1020,spotfin,2017-06-28,1.56,fish_yoy,20,above,lavage,lavage,69,2,NA,0,900,0,0.01,2017-06-28,0.0011111111111111111
345,1020,spotfin,2017-06-28,1.56,hymenoptera_unknown,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
346,1020,spotfin,2017-06-28,1.56,chiro_l,20,above,lavage,lavage,69,2,NA,0,1.04,0,0.01,2017-06-28,0.9615384615384615
347,1020,spotfin,2017-06-28,1.56,zooplankton_unknown,20,above,lavage,lavage,69,2,NA,0,0.001,0,0.01,2017-06-28,1000
348,1020,spotfin,2017-06-28,1.56,chiro_p,20,above,lavage,lavage,69,2,NA,1,0.85,0.85,0.86,2017-06-28,1.1764705882352942
349,1020,spotfin,2017-06-28,1.56,hemiptera_unknown,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
350,1020,spotfin,2017-06-28,1.56,copepod_unknown,20,above,lavage,lavage,69,2,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
351,1020,spotfin,2017-06-28,1.56,seed_unknown,20,above,lavage,lavage,69,2,NA,1,0.71,0.71,0.72,2017-06-28,1.4084507042253522
352,1020,spotfin,2017-06-28,1.56,sciaridae_unknown,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
353,1020,spotfin,2017-06-28,1.56,unidentified_unknown,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
354,1020,spotfin,2017-06-28,1.56,spider_unknown,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
355,1020,spotfin,2017-06-28,1.56,corixidae_unknown,20,above,lavage,lavage,69,2,NA,0,0.01,0,0.01,2017-06-28,100
356,1020,spotfin,2017-06-28,1.56,coleo_l,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
357,1020,spotfin,2017-06-28,1.56,coleo_a,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
358,1020,spotfin,2017-06-28,1.56,collembola_unknown,20,above,lavage,lavage,69,2,NA,0,0.42,0,0.01,2017-06-28,2.380952380952381
359,1020,spotfin,2017-06-28,1.56,ephemeroptera_unknown,20,above,lavage,lavage,69,2,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
360,1020,spotfin,2017-06-28,1.56,chiro_a,20,above,lavage,lavage,69,2,NA,0,0.99,0,0.01,2017-06-28,1.0101010101010102
361,1021,spotfin,2017-06-28,0.71,chiro_p,21,above,lavage,lavage,66,1,NA,0,0.85,0,0.01,2017-06-28,1.1764705882352942
362,1021,spotfin,2017-06-28,0.71,unidentified_unknown,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
363,1021,spotfin,2017-06-28,0.71,sciaridae_unknown,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
364,1021,spotfin,2017-06-28,0.71,hymenoptera_unknown,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
365,1021,spotfin,2017-06-28,0.71,seed_unknown,21,above,lavage,lavage,66,1,NA,0,0.71,0,0.01,2017-06-28,1.4084507042253522
366,1021,spotfin,2017-06-28,0.71,coleo_a,21,above,lavage,lavage,66,1,NA,1,0.71,0.71,0.72,2017-06-28,1.4084507042253522
367,1021,spotfin,2017-06-28,0.71,ostracod_unknown,21,above,lavage,lavage,66,1,NA,0,0.355,0,0.01,2017-06-28,2.8169014084507045
