id,species,date,total_mgdmper_ind_per_species_per_date,prey_taxon,X,loc,sample,method,length_mm,total,notes,number,prey_mg_dm,mg_diet_dm
1015,bluegill,6/28/2017,3.14,sciaridae,15,below,lavage,lavage,54,5,NA,0,0.71,0
1015,bluegill,6/28/2017,3.14,terr_hymen,15,below,lavage,lavage,54,5,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,terr_hemip,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,copepod,16,below,lavage,lavage,51,7,NA,0,0.42,0
1016,largemouth,6/23/2017,1.1,coleo_l,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,chiro_a,16,below,lavage,lavage,51,7,NA,0,0.99,0
1016,largemouth,6/23/2017,1.1,ostracod,16,below,lavage,lavage,51,7,NA,0,0.355,0
1016,largemouth,6/23/2017,1.1,fish_yoy,16,below,lavage,lavage,51,7,NA,0,900,0
1016,largemouth,6/23/2017,1.1,chiro_p,16,below,lavage,lavage,51,7,NA,0,0.85,0
1016,largemouth,6/23/2017,1.1,zoop,16,below,lavage,lavage,51,7,NA,0,0.001,0
1016,largemouth,6/23/2017,1.1,spider,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,sciaridae,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,unk_ins,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,seed,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,coleo_ad,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,chiro_l,16,below,lavage,lavage,51,7,NA,1,1.04,1.04
1016,largemouth,6/23/2017,1.1,mayfly,16,below,lavage,lavage,51,7,NA,0,0.71,0
1016,largemouth,6/23/2017,1.1,springtail,16,below,lavage,lavage,51,7,NA,0,0.42,0
1016,largemouth,6/23/2017,1.1,corixid,16,below,lavage,lavage,51,7,NA,6,0.01,0.06
1016,largemouth,6/23/2017,1.1,terr_hymen,16,below,lavage,lavage,51,7,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,chiro_a,17,above,lavage,lavage,50,3,NA,0,0.99,0
1017,largemouth,6/28/2017,0.03,copepod,17,above,lavage,lavage,50,3,NA,0,0.42,0
1017,largemouth,6/28/2017,0.03,terr_hemip,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,chiro_p,17,above,lavage,lavage,50,3,NA,0,0.85,0
1017,largemouth,6/28/2017,0.03,zoop,17,above,lavage,lavage,50,3,NA,0,0.001,0
1017,largemouth,6/28/2017,0.03,unk_ins,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,terr_hymen,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,ostracod,17,above,lavage,lavage,50,3,NA,0,0.355,0
1017,largemouth,6/28/2017,0.03,seed,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,coleo_ad,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,coleo_l,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,mayfly,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,fish_yoy,17,above,lavage,lavage,50,3,NA,0,900,0
1017,largemouth,6/28/2017,0.03,sciaridae,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,corixid,17,above,lavage,lavage,50,3,NA,3,0.01,0.03
1017,largemouth,6/28/2017,0.03,chiro_l,17,above,lavage,lavage,50,3,NA,0,1.04,0
1017,largemouth,6/28/2017,0.03,spider,17,above,lavage,lavage,50,3,NA,0,0.71,0
1017,largemouth,6/28/2017,0.03,springtail,17,above,lavage,lavage,50,3,NA,0,0.42,0
1018,spotfin,6/28/2017,0,copepod,18,above,lavage,lavage,65,0,NA,0,0.42,0
1018,spotfin,6/28/2017,0,coleo_l,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,zoop,18,above,lavage,lavage,65,0,NA,0,0.001,0
1018,spotfin,6/28/2017,0,terr_hemip,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,sciaridae,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,unk_ins,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,ostracod,18,above,lavage,lavage,65,0,NA,0,0.355,0
1018,spotfin,6/28/2017,0,chiro_l,18,above,lavage,lavage,65,0,NA,0,1.04,0
1018,spotfin,6/28/2017,0,chiro_a,18,above,lavage,lavage,65,0,NA,0,0.99,0
1018,spotfin,6/28/2017,0,seed,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,terr_hymen,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,spider,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,coleo_ad,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,springtail,18,above,lavage,lavage,65,0,NA,0,0.42,0
1018,spotfin,6/28/2017,0,chiro_p,18,above,lavage,lavage,65,0,NA,0,0.85,0
1018,spotfin,6/28/2017,0,mayfly,18,above,lavage,lavage,65,0,NA,0,0.71,0
1018,spotfin,6/28/2017,0,corixid,18,above,lavage,lavage,65,0,NA,0,0.01,0
1018,spotfin,6/28/2017,0,fish_yoy,18,above,lavage,lavage,65,0,NA,0,900,0
1019,spotfin,6/28/2017,0,coleo_l,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,copepod,19,above,lavage,lavage,52,0,NA,0,0.42,0
1019,spotfin,6/28/2017,0,unk_ins,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,chiro_l,19,above,lavage,lavage,52,0,NA,0,1.04,0
1019,spotfin,6/28/2017,0,chiro_a,19,above,lavage,lavage,52,0,NA,0,0.99,0
1019,spotfin,6/28/2017,0,ostracod,19,above,lavage,lavage,52,0,NA,0,0.355,0
1019,spotfin,6/28/2017,0,terr_hemip,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,chiro_p,19,above,lavage,lavage,52,0,NA,0,0.85,0
1019,spotfin,6/28/2017,0,sciaridae,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,terr_hymen,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,corixid,19,above,lavage,lavage,52,0,NA,0,0.01,0
1019,spotfin,6/28/2017,0,coleo_ad,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,mayfly,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,fish_yoy,19,above,lavage,lavage,52,0,NA,0,900,0
1019,spotfin,6/28/2017,0,zoop,19,above,lavage,lavage,52,0,NA,0,0.001,0
1019,spotfin,6/28/2017,0,spider,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,seed,19,above,lavage,lavage,52,0,NA,0,0.71,0
1019,spotfin,6/28/2017,0,springtail,19,above,lavage,lavage,52,0,NA,0,0.42,0
1020,spotfin,6/28/2017,1.56,ostracod,20,above,lavage,lavage,69,2,NA,0,0.355,0
1020,spotfin,6/28/2017,1.56,fish_yoy,20,above,lavage,lavage,69,2,NA,0,900,0
1020,spotfin,6/28/2017,1.56,terr_hymen,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,chiro_l,20,above,lavage,lavage,69,2,NA,0,1.04,0
1020,spotfin,6/28/2017,1.56,zoop,20,above,lavage,lavage,69,2,NA,0,0.001,0
1020,spotfin,6/28/2017,1.56,chiro_p,20,above,lavage,lavage,69,2,NA,1,0.85,0.85
1020,spotfin,6/28/2017,1.56,terr_hemip,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,copepod,20,above,lavage,lavage,69,2,NA,0,0.42,0
1020,spotfin,6/28/2017,1.56,seed,20,above,lavage,lavage,69,2,NA,1,0.71,0.71
1020,spotfin,6/28/2017,1.56,sciaridae,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,unk_ins,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,spider,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,corixid,20,above,lavage,lavage,69,2,NA,0,0.01,0
1020,spotfin,6/28/2017,1.56,coleo_l,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,coleo_ad,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,springtail,20,above,lavage,lavage,69,2,NA,0,0.42,0
1020,spotfin,6/28/2017,1.56,mayfly,20,above,lavage,lavage,69,2,NA,0,0.71,0
1020,spotfin,6/28/2017,1.56,chiro_a,20,above,lavage,lavage,69,2,NA,0,0.99,0
1021,spotfin,6/28/2017,0.71,chiro_p,21,above,lavage,lavage,66,1,NA,0,0.85,0
1021,spotfin,6/28/2017,0.71,unk_ins,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,sciaridae,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,terr_hymen,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,seed,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,coleo_ad,21,above,lavage,lavage,66,1,NA,1,0.71,0.71
1021,spotfin,6/28/2017,0.71,ostracod,21,above,lavage,lavage,66,1,NA,0,0.355,0
1021,spotfin,6/28/2017,0.71,springtail,21,above,lavage,lavage,66,1,NA,0,0.42,0
1021,spotfin,6/28/2017,0.71,fish_yoy,21,above,lavage,lavage,66,1,NA,0,900,0
1021,spotfin,6/28/2017,0.71,zoop,21,above,lavage,lavage,66,1,NA,0,0.001,0
1021,spotfin,6/28/2017,0.71,mayfly,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,coleo_l,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,spider,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,chiro_l,21,above,lavage,lavage,66,1,NA,0,1.04,0
1021,spotfin,6/28/2017,0.71,corixid,21,above,lavage,lavage,66,1,NA,0,0.01,0
1021,spotfin,6/28/2017,0.71,terr_hemip,21,above,lavage,lavage,66,1,NA,0,0.71,0
1021,spotfin,6/28/2017,0.71,chiro_a,21,above,lavage,lavage,66,1,NA,0,0.99,0
1021,spotfin,6/28/2017,0.71,copepod,21,above,lavage,lavage,66,1,NA,0,0.42,0
1022,bluegill,6/28/2017,30.27,fish_yoy,22,below,lavage,lavage,79,70,NA,0,900,0
1022,bluegill,6/28/2017,30.27,seed,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,coleo_l,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,coleo_ad,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,spider,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,zoop,22,below,lavage,lavage,79,70,NA,0,0.001,0
1022,bluegill,6/28/2017,30.27,springtail,22,below,lavage,lavage,79,70,NA,0,0.42,0
1022,bluegill,6/28/2017,30.27,sciaridae,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,unk_ins,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,chiro_l,22,below,lavage,lavage,79,70,NA,23,1.04,23.92
1022,bluegill,6/28/2017,30.27,corixid,22,below,lavage,lavage,79,70,NA,40,0.01,0.4
1022,bluegill,6/28/2017,30.27,chiro_p,22,below,lavage,lavage,79,70,NA,7,0.85,5.95
1022,bluegill,6/28/2017,30.27,chiro_a,22,below,lavage,lavage,79,70,NA,0,0.99,0
1022,bluegill,6/28/2017,30.27,copepod,22,below,lavage,lavage,79,70,NA,0,0.42,0
1022,bluegill,6/28/2017,30.27,ostracod,22,below,lavage,lavage,79,70,NA,0,0.355,0
1022,bluegill,6/28/2017,30.27,terr_hemip,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,terr_hymen,22,below,lavage,lavage,79,70,NA,0,0.71,0
1022,bluegill,6/28/2017,30.27,mayfly,22,below,lavage,lavage,79,70,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,sciaridae,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,chiro_p,23,above,lavage,lavage,56,12,NA,1,0.85,0.85
1023,bluegill,6/28/2017,5.78,springtail,23,above,lavage,lavage,56,12,NA,0,0.42,0
1023,bluegill,6/28/2017,5.78,coleo_ad,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,chiro_a,23,above,lavage,lavage,56,12,NA,0,0.99,0
1023,bluegill,6/28/2017,5.78,unk_ins,23,above,lavage,lavage,56,12,NA,1,0.71,0.71
1023,bluegill,6/28/2017,5.78,spider,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,terr_hymen,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,copepod,23,above,lavage,lavage,56,12,NA,0,0.42,0
1023,bluegill,6/28/2017,5.78,fish_yoy,23,above,lavage,lavage,56,12,NA,0,900,0
1023,bluegill,6/28/2017,5.78,coleo_l,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,seed,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,ostracod,23,above,lavage,lavage,56,12,NA,0,0.355,0
1023,bluegill,6/28/2017,5.78,mayfly,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,chiro_l,23,above,lavage,lavage,56,12,NA,4,1.04,4.16
1023,bluegill,6/28/2017,5.78,zoop,23,above,lavage,lavage,56,12,NA,0,0.001,0
1023,bluegill,6/28/2017,5.78,terr_hemip,23,above,lavage,lavage,56,12,NA,0,0.71,0
1023,bluegill,6/28/2017,5.78,corixid,23,above,lavage,lavage,56,12,NA,6,0.01,0.06
1024,spotfin,6/28/2017,19.5,unk_ins,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,terr_hymen,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,sciaridae,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,chiro_l,24,below,lavage,lavage,59,26,NA,4,1.04,4.16
1024,spotfin,6/28/2017,19.5,fish_yoy,24,below,lavage,lavage,59,26,NA,0,900,0
1024,spotfin,6/28/2017,19.5,coleo_ad,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,mayfly,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,chiro_p,24,below,lavage,lavage,59,26,NA,18,0.85,15.3
1024,spotfin,6/28/2017,19.5,corixid,24,below,lavage,lavage,59,26,NA,4,0.01,0.04
1024,spotfin,6/28/2017,19.5,spider,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,coleo_l,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,springtail,24,below,lavage,lavage,59,26,NA,0,0.42,0
1024,spotfin,6/28/2017,19.5,chiro_a,24,below,lavage,lavage,59,26,NA,0,0.99,0
1024,spotfin,6/28/2017,19.5,copepod,24,below,lavage,lavage,59,26,NA,0,0.42,0
1024,spotfin,6/28/2017,19.5,terr_hemip,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,zoop,24,below,lavage,lavage,59,26,NA,0,0.001,0
1024,spotfin,6/28/2017,19.5,seed,24,below,lavage,lavage,59,26,NA,0,0.71,0
1024,spotfin,6/28/2017,19.5,ostracod,24,below,lavage,lavage,59,26,NA,0,0.355,0
1025,spotfin,6/28/2017,0.01,coleo_ad,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,copepod,25,above,lavage,lavage,60,1,NA,0,0.42,0
1025,spotfin,6/28/2017,0.01,springtail,25,above,lavage,lavage,60,1,NA,0,0.42,0
1025,spotfin,6/28/2017,0.01,corixid,25,above,lavage,lavage,60,1,NA,1,0.01,0.01
1025,spotfin,6/28/2017,0.01,sciaridae,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,fish_yoy,25,above,lavage,lavage,60,1,NA,0,900,0
1025,spotfin,6/28/2017,0.01,chiro_p,25,above,lavage,lavage,60,1,NA,0,0.85,0
1025,spotfin,6/28/2017,0.01,mayfly,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,coleo_l,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,chiro_a,25,above,lavage,lavage,60,1,NA,0,0.99,0
1025,spotfin,6/28/2017,0.01,terr_hymen,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,unk_ins,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,terr_hemip,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,seed,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,spider,25,above,lavage,lavage,60,1,NA,0,0.71,0
1025,spotfin,6/28/2017,0.01,ostracod,25,above,lavage,lavage,60,1,NA,0,0.355,0
1025,spotfin,6/28/2017,0.01,chiro_l,25,above,lavage,lavage,60,1,NA,0,1.04,0
1025,spotfin,6/28/2017,0.01,zoop,25,above,lavage,lavage,60,1,NA,0,0.001,0
1026,largemouth,6/28/2017,0.71,coleo_l,26,below,lavage,lavage,44,1,NA,0,0.71,0
1026,largemouth,6/28/2017,0.71,corixid,26,below,lavage,lavage,44,1,NA,0,0.01,0
1026,largemouth,6/28/2017,0.71,coleo_ad,26,below,lavage,lavage,44,1,NA,0,0.71,0
1026,largemouth,6/28/2017,0.71,copepod,26,below,lavage,lavage,44,1,NA,0,0.42,0
1026,largemouth,6/28/2017,0.71,zoop,26,below,lavage,lavage,44,1,NA,0,0.001,0
1026,largemouth,6/28/2017,0.71,unk_ins,26,below,lavage,lavage,44,1,NA,1,0.71,0.71
1026,largemouth,6/28/2017,0.71,chiro_p,26,below,lavage,lavage,44,1,NA,0,0.85,0
1026,largemouth,6/28/2017,0.71,spider,26,below,lavage,lavage,44,1,NA,0,0.71,0
1026,largemouth,6/28/2017,0.71,seed,26,below,lavage,lavage,44,1,NA,0,0.71,0
1026,largemouth,6/28/2017,0.71,sciaridae,26,below,lavage,lavage,44,1,NA,0,0.71,0
1026,largemouth,6/28/2017,0.71,fish_yoy,26,below,lavage,lavage,44,1,NA,0,900,0
1026,largemouth,6/28/2017,0.71,springtail,26,below,lavage,lavage,44,1,NA,0,0.42,0
1026,largemouth,6/28/2017,0.71,chiro_a,26,below,lavage,lavage,44,1,NA,0,0.99,0
1026,largemouth,6/28/2017,0.71,terr_hemip,26,below,lavage,lavage,44,1,NA,0,0.71,0
1026,largemouth,6/28/2017,0.71,chiro_l,26,below,lavage,lavage,44,1,NA,0,1.04,0
1026,largemouth,6/28/2017,0.71,ostracod,26,below,lavage,lavage,44,1,NA,0,0.355,0
1026,largemouth,6/28/2017,0.71,terr_hymen,26,below,lavage,lavage,44,1,NA,0,0.71,0
1026,largemouth,6/28/2017,0.71,mayfly,26,below,lavage,lavage,44,1,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,corixid,27,below,lavage,lavage,78,2,NA,0,0.01,0
1027,spotfin,6/28/2017,1.42,copepod,27,below,lavage,lavage,78,2,NA,0,0.42,0
1027,spotfin,6/28/2017,1.42,seed,27,below,lavage,lavage,78,2,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,mayfly,27,below,lavage,lavage,78,2,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,chiro_p,27,below,lavage,lavage,78,2,NA,0,0.85,0
1027,spotfin,6/28/2017,1.42,terr_hymen,27,below,lavage,lavage,78,2,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,coleo_l,27,below,lavage,lavage,78,2,NA,2,0.71,1.42
1027,spotfin,6/28/2017,1.42,ostracod,27,below,lavage,lavage,78,2,NA,0,0.355,0
1027,spotfin,6/28/2017,1.42,zoop,27,below,lavage,lavage,78,2,NA,0,0.001,0
1027,spotfin,6/28/2017,1.42,springtail,27,below,lavage,lavage,78,2,NA,0,0.42,0
1027,spotfin,6/28/2017,1.42,coleo_ad,27,below,lavage,lavage,78,2,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,spider,27,below,lavage,lavage,78,2,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,terr_hemip,27,below,lavage,lavage,78,2,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,fish_yoy,27,below,lavage,lavage,78,2,NA,0,900,0
1027,spotfin,6/28/2017,1.42,chiro_l,27,below,lavage,lavage,78,2,NA,0,1.04,0
1027,spotfin,6/28/2017,1.42,chiro_a,27,below,lavage,lavage,78,2,NA,0,0.99,0
1027,spotfin,6/28/2017,1.42,sciaridae,27,below,lavage,lavage,78,2,NA,0,0.71,0
1027,spotfin,6/28/2017,1.42,unk_ins,27,below,lavage,lavage,78,2,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,corixid,28,below,lavage,lavage,53,44,NA,41,0.01,0.41
1028,spotfin,6/28/2017,3.15,chiro_p,28,below,lavage,lavage,53,44,NA,2,0.85,1.7
1028,spotfin,6/28/2017,3.15,ostracod,28,below,lavage,lavage,53,44,NA,0,0.355,0
1028,spotfin,6/28/2017,3.15,copepod,28,below,lavage,lavage,53,44,NA,0,0.42,0
1028,spotfin,6/28/2017,3.15,mayfly,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,chiro_l,28,below,lavage,lavage,53,44,NA,1,1.04,1.04
1028,spotfin,6/28/2017,3.15,sciaridae,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,fish_yoy,28,below,lavage,lavage,53,44,NA,0,900,0
1028,spotfin,6/28/2017,3.15,terr_hemip,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,seed,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,chiro_a,28,below,lavage,lavage,53,44,NA,0,0.99,0
1028,spotfin,6/28/2017,3.15,coleo_l,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,spider,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,zoop,28,below,lavage,lavage,53,44,NA,0,0.001,0
1028,spotfin,6/28/2017,3.15,unk_ins,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,coleo_ad,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,terr_hymen,28,below,lavage,lavage,53,44,NA,0,0.71,0
1028,spotfin,6/28/2017,3.15,springtail,28,below,lavage,lavage,53,44,NA,0,0.42,0
1029,bluegill,6/23/2017,5.21,unk_ins,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,chiro_p,29,below,lavage,lavage,52,6,NA,0,0.85,0
1029,bluegill,6/23/2017,5.21,corixid,29,below,lavage,lavage,52,6,NA,1,0.01,0.01
1029,bluegill,6/23/2017,5.21,fish_yoy,29,below,lavage,lavage,52,6,NA,0,900,0
1029,bluegill,6/23/2017,5.21,spider,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,mayfly,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,coleo_l,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,chiro_a,29,below,lavage,lavage,52,6,NA,0,0.99,0
1029,bluegill,6/23/2017,5.21,ostracod,29,below,lavage,lavage,52,6,NA,0,0.355,0
1029,bluegill,6/23/2017,5.21,terr_hemip,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,seed,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,coleo_ad,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,terr_hymen,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,chiro_l,29,below,lavage,lavage,52,6,NA,5,1.04,5.2
1029,bluegill,6/23/2017,5.21,zoop,29,below,lavage,lavage,52,6,NA,0,0.001,0
1029,bluegill,6/23/2017,5.21,sciaridae,29,below,lavage,lavage,52,6,NA,0,0.71,0
1029,bluegill,6/23/2017,5.21,copepod,29,below,lavage,lavage,52,6,NA,0,0.42,0
1029,bluegill,6/23/2017,5.21,springtail,29,below,lavage,lavage,52,6,NA,0,0.42,0
1030,largemouth,6/23/2017,900.01,seed,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,fish_yoy,30,below,lavage,lavage,56,2,NA,1,900,900
1030,largemouth,6/23/2017,900.01,mayfly,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,unk_ins,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,springtail,30,below,lavage,lavage,56,2,NA,0,0.42,0
1030,largemouth,6/23/2017,900.01,copepod,30,below,lavage,lavage,56,2,NA,0,0.42,0
1030,largemouth,6/23/2017,900.01,chiro_l,30,below,lavage,lavage,56,2,NA,0,1.04,0
1030,largemouth,6/23/2017,900.01,corixid,30,below,lavage,lavage,56,2,NA,1,0.01,0.01
1030,largemouth,6/23/2017,900.01,chiro_a,30,below,lavage,lavage,56,2,NA,0,0.99,0
1030,largemouth,6/23/2017,900.01,spider,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,terr_hemip,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,coleo_ad,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,sciaridae,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,coleo_l,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,ostracod,30,below,lavage,lavage,56,2,NA,0,0.355,0
1030,largemouth,6/23/2017,900.01,chiro_p,30,below,lavage,lavage,56,2,NA,0,0.85,0
1030,largemouth,6/23/2017,900.01,terr_hymen,30,below,lavage,lavage,56,2,NA,0,0.71,0
1030,largemouth,6/23/2017,900.01,zoop,30,below,lavage,lavage,56,2,NA,0,0.001,0
